0,5036439;0,7471932;0,4301753;2,8163285;5,9901517;0,21883;0,1775655;2,3737443;0,2322238;1,7509356;0,6879062;0,3063817;0,4026984;0,2969273;1,0220603;0,6056726;1,8776837;2,3087453;0,4415994;0,8593658;0,4162891;0,369608;0,1789443;1,8663581;3,6852472;1,5372267;0,2645263;0,319677;0,8138665;0,165846;0,4539098;3,0376206;0,3695096;0,4585385;0,3353358;0,825192;0,5769155;0,4480993;0,5862714;0,3947213;0,3395706;0,4828639;0,2941698;0,1821505;0,8427252;0,1926084;1,4430907;0,2947;0,3546045;1,33907;0,1701188;0,1591024;0,1888517;0,1063052;0,1449893;0,1766677;0,1251904;0,1152909;0,2280435;0,1427556;0,4309575;0,2475378;1,60331;2,0148746;0,1082343;1,0449792;0,8315565;0,1888517;0,1063052;0,4270992;1,6756524;Control;Memantine;C/S;c-CS-m
0,5146171;0,6890635;0,4117703;2,789514;5,6850379;0,2116362;0,172817;2,2921499;0,2269721;1,5963769;0,6950062;0,2990511;0,3859868;0,2813189;0,9566759;0,5875587;1,725774;2,0430365;0,4452219;0,8346593;0,4003642;0,3561775;0,1736797;1,7610467;3,4852871;1,5092495;0,255727;0,3044187;0,7805042;0,1571935;0,4309403;2,9218825;0,3422793;0,4235599;0,3248347;0,7617176;0,5450973;0,4208761;0,5450973;0,3682546;0,3219592;0,4545193;0,2764306;0,1820863;0,8476146;0,1948153;1,4394598;0,2940598;0,3545483;1,3063231;0,1714271;0,1581289;0,18457;0,1065922;0,1504709;0,178309;0,1342751;0,1182345;0,2380731;0,1420366;0,4571562;0,2576322;1,6717376;2,0046052;0,1097485;1,0098831;0,8492704;0,2004036;0,1065922;0,4415813;1,7436096;Control;Memantine;C/S;c-CS-m
0,5091831;0,7302468;0,4183088;2,6872011;5,6220585;0,2090109;0,1757222;2,2833365;0,2302468;1,5613162;0,6773484;0,2912761;0,3810025;0,2817104;1,003635;0,6024488;1,731873;2,0179835;0,4676679;0,8143294;0,3998469;0,3680888;0,1739047;1,7655443;3,5714559;1,5012435;0,2596135;0,3117467;0,785154;0,1608954;0,4231873;2,9441362;0,3436962;0,4250048;0,3248517;0,7570308;0,5436197;0,4046298;0,5529941;0,3638799;0,3130859;0,4471972;0,2566482;0,1843877;0,8561658;0,2007373;1,5243642;0,3018807;0,3860868;1,2796003;0,1854563;0,1486963;0,1905322;0,1083031;0,1453302;0,1762129;0,1325604;0,1177602;0,2448173;0,142445;0,5104723;0,255343;1,6635499;2,0168305;0,1081962;0,9968476;0,8467087;0,1936845;0,1083031;0,4357769;1,9264266;Control;Memantine;C/S;c-CS-m
0,4421067;0,6170762;0,3586263;2,4669472;4,9795032;0,2228858;0,1764626;2,1523008;0,2070042;1,5950862;0,5832768;0,2967287;0,377087;0,313832;0,8753903;0,5202932;1,5668522;2,1327542;0,4776707;0,7277046;0,3856387;0,36297;0,1794489;1,2862766;2,9701371;1,4197095;0,2595358;0,2792181;0,7344917;0,1622099;0,4106149;2,5002036;0,3445093;0,4292113;0,3301208;0,7469798;0,5467626;0,3868603;0,5478485;0,3667707;0,3284919;0,4426497;0,398534;0,1617677;0,7602335;0,1841694;1,6123821;0,2963818;0,2906795;1,1987645;0,1597991;0,1661123;0,1853235;0,1031838;0,1406558;0,1638042;0,1232096;0,1174394;0,2349467;0,1450682;0,4309959;0,2511031;1,4846243;1,957233;0,1198832;0,9902247;0,8332768;0,1921119;0,1031838;0,391691;1,7005634;Control;Memantine;C/S;c-CS-m
0,4349402;0,6174298;0,3588022;2,3657849;4,7186787;0,2131059;0,173627;2,1340137;0,1921579;1,5042299;0,5509601;0,2869612;0,3635021;0,2779643;0,864912;0,5079898;1,4800591;2,0136968;0,4834161;0,6877937;0,3675305;0,3553109;0,1748355;1,3246945;2,8963341;1,3598765;0,250705;0,2736672;0,7026991;0,1548274;0,3985498;2,4565597;0,3291258;0,4087552;0,3134148;0,6919565;0,5368605;0,3608164;0,512824;0,351551;0,3122063;0,4190949;0,393447;0,1602003;0,7681129;0,1857183;1,6458073;0,2968294;0,309345;1,2069949;0,1646503;0,160687;0,1882214;0,1047838;0,141983;0,1677096;0,1368377;0,1160478;0,2555277;0,1408705;0,4812265;0,2517731;1,5348352;2,0091086;0,1195244;0,997775;0,8786678;0,2056042;0,1047838;0,4341538;1,8397302;Control;Memantine;C/S;c-CS-m
0,4475064;0,6281758;0,3673881;2,385939;4,8076354;0,2185778;0,1762334;2,1412824;0,1951875;1,4423982;0,5663396;0,2898239;0,363893;0,2668369;0,8591209;0,5213066;1,5382444;1,9682753;0,4959;0,6724022;0,3694045;0,3571717;0,1797285;1,2274499;2,9569835;1,4479097;0,2508402;0,2840436;0,7043958;0,1568759;0,3910472;2,4671327;0,3275978;0,4044899;0,2962764;0,6744186;0,5397231;0,3542143;0,5143164;0,3472241;0,3031321;0,4128243;0,3825783;0,1623303;0,7796946;0,186793;1,6346154;0,2880373;0,3323671;1,1234446;0,1756929;0,1505939;0,1838235;0,1064762;0,1395645;0,1748445;0,1305147;0,1152432;0,2368495;0,1364536;0,4785775;0,2444853;1,5077771;2,0035351;0,1206872;0,9201782;0,8436793;0,1904695;0,1064762;0,4398331;1,8163886;Control;Memantine;C/S;c-CS-m
0,4280327;0,5736958;0,342709;2,3342238;4,4731301;0,2251728;0,1840038;2,0124136;0,1957888;1,6120365;0,5098994;0,2996543;0,3711502;0,2776556;0,8442803;0,4853865;1,4948146;2,0125707;0,4974859;0,6461345;0,3959774;0,3595223;0,1860465;1,1077938;2,5996229;1,3642363;0,2614708;0,2762414;0,6931175;0,1621622;0,4055625;2,2888121;0,3453803;0,4275613;0,3339095;0,7575424;0,5586109;0,3689503;0,544626;0,360308;0,3293526;0,4204903;0,4651163;0,145566;0,7022477;0,1770331;1,7738455;0,2921945;0,2668574;1,0322844;0,1478545;0,1498161;0,1816101;0,0978341;0,1427871;0,1518594;0,1159787;0,1147528;0,2245198;0,1448304;0,4155292;0,2380057;1,3387822;1,8617082;0,1170413;1,0287699;0,7982836;0,1816101;0,0978341;0,4062934;1,5284839;Control;Memantine;C/S;c-CS-m
0,4169226;0,5640356;0,3277027;2,2601351;4,2687346;0,2148342;0,1796683;2,0079853;0,1898034;1,4246007;0,5010749;0,283016;0,3588759;0,2564496;0,8186425;0,4785012;1,409398;1,8570332;0,4895577;0,6280713;0,3607187;0,3607187;0,1718366;1,0773956;2,550215;1,3166462;0,2506143;0,2653563;0,6765971;0,1595516;0,3754607;2,2811732;0,3281634;0,4072482;0,3227887;0,6951781;0,5250307;0,3401413;0,509828;0,3382985;0,2985258;0,3929668;0,4404177;0,1478481;0,6819409;0,1745992;1,7957806;0,2885232;0,2886076;1,1520675;0,1524051;0,1545148;0,1828692;0,0994937;0,1401688;0,1587342;0,1195781;0,1162025;0,2468354;0,1344304;0,4511392;0,2414346;1,3860759;1,9694515;0,1168776;0,9435443;0,8439662;0,1915612;0,0994937;0,3825316;1,6526582;Control;Memantine;C/S;c-CS-m
0,3863109;0,5384281;0,3177204;2,1257251;4,0639501;0,2072216;0,1677784;1,8615139;0,1806845;1,261891;0,4766531;0,2669664;0,337007;0,2426044;0,7482599;0,4589617;1,3417923;1,8220708;0,4644722;0,6006381;0,3265661;0,3288863;0,1703886;1,0088457;2,4345998;1,2520302;0,2304234;0,2526102;0,6355858;0,1541473;0,3512181;2,1392111;0,3091647;0,3784803;0,2945186;0,636891;0,4849188;0,3233759;0,4799884;0,312065;0,2792923;0,3575986;0,4216937;0,1501209;0,710808;0,1674724;1,8052486;0,2944579;0,2941126;1,1079075;0,1588398;0,1486533;0,1785221;0,105145;0,1377762;0,1603936;0,1239641;0,116799;0,233857;0,1325967;0,4559738;0,2360152;1,4041782;1,9587362;0,113864;0,9469095;0,8321823;0,1863778;0,105145;0,4356872;1,8345994;Control;Memantine;C/S;c-CS-m
0,3808274;0,4992936;0,3624622;2,0962664;3,5985873;0,2276488;0,1880928;1,7178607;0,1880928;1,414329;0,4554995;0,3241171;0,3683148;0,2837538;0,7434914;0,4441978;1,3553986;1,7832492;0,4930373;0,5705348;0,3354188;0,3921292;0,1983855;0,9061554;2,1699294;1,2482341;0,2577195;0,3015136;0,6367306;0,1743693;0,3804238;1,9229062;0,3739657;0,4335015;0,3943491;0,7420787;0,5531786;0,3572149;0,5309788;0,3586276;0,3360242;0,4260343;0,5057518;0,140063;0,6379272;0,1755845;1,9265962;0,301821;0,2497752;0,9309802;0,1454586;0,1662545;0,1710881;0,0933004;0,124438;0,1506295;0,1175809;0,1265737;0,2241457;0,1481565;0,4109712;0,2448291;1,2886691;1,8189074;0,1399505;0,9703237;0,8033948;0,1895234;0,0933004;0,4147932;1,5168615;Control;Memantine;C/S;c-CS-m
